Days,Survival,Mutant,Virus,TechRep,BiolRep
7,1,1,1,L,2
8,1,1,1,L,2
8,1,1,1,L,2
8,1,1,1,L,2
8,1,1,1,L,2
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
8,0,0,0,M,3
6,1,0,1,N,3
6,1,0,1,N,3
6,1,0,1,N,3
6,1,0,1,N,3
7,1,0,1,N,3
7,1,0,1,N,3
7,1,0,1,N,3
7,1,0,1,N,3
7,1,0,1,N,3
8,1,0,1,N,3
8,1,0,1,N,3
8,1,0,1,N,3
8,1,0,1,N,3
8,1,0,1,N,3
6,1,0,1,O,3
7,1,0,1,O,3
7,1,0,1,O,3
7,1,0,1,O,3
7,1,0,1,O,3
7,1,0,1,O,3
7,1,0,1,O,3
8,1,0,1,O,3
8,1,0,1,O,3
8,1,0,1,O,3
8,1,0,1,O,3
8,1,0,1,O,3
8,1,0,1,O,3
8,1,0,1,O,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
8,0,1,0,P,3
3,1,1,1,Q,3
6,1,1,1,Q,3
7,1,1,1,Q,3
7,1,1,1,Q,3
7,1,1,1,Q,3
7,1,1,1,Q,3
7,1,1,1,Q,3
7,1,1,1,Q,3
8,1,1,1,Q,3
8,1,1,1,Q,3
8,1,1,1,Q,3
8,1,1,1,Q,3
8,1,1,1,Q,3
3,1,1,1,R,3
6,1,1,1,R,3
6,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
7,1,1,1,R,3
8,1,1,1,R,3
8,1,1,1,R,3
8,1,1,1,R,3
8,1,1,1,R,3
